name,neb_sku,cas_number,category,source_url
ApeKI,R0643,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r0643-apeki
Bpu10I,R0649,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r0649-bpu10i
FatI,R0650,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r0650-fati
AfeI,R0652,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r0652-afei
PspOMI,R0653,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r0653-pspomi
BstAPI,R0654,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r0654-bstapi
PciI,R0655,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r0655-pcii
PspXI,R0656,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r0656-pspxi
ZraI,R0659,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r0659-zrai
MspJI,R0661,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r0661-mspji
BssSI-v2,R0680,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r0680-bsssi-v2
BsrFI-v2,R0682,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r0682-bsrfi-v2
AleI-v2,R0685,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r0685-alei-v2
BaeGI,R0708,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r0708-baegi
TspMI,R0709,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r0709-tspmi
CviKI-1,R0710,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r0710-cviki-1
PluTI,R0713,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r0713-pluti
PsiI-v2,R0744,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r0744-psii-v2
EcoRI-HF,R3101,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3101-ecori-hf
HindIII-HF,R3104,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3104-hindiii-hf
ScaI-HF,R3122,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3122-scai-hf
NsiI-HF,R3127,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3127-nsii-hf
NheI-HF,R3131,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3131-nhei-hf
SspI-HF,R3132,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3132-sspi-hf
SpeI-HF,R3133,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3133-spei-hf
BamHI-HF,R3136,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3136-bamhi-hf
SalI-HF,R3138,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3138-sali-hf
PstI-HF,R3140,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3140-psti-hf
KpnI-HF,R3142,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3142-kpni-hf
PvuI-HF,R3150,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3150-pvui-hf
PvuII-HF,R3151,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3151-pvuii-hf
SacI-HF,R3156,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3156-saci-hf
BclI-HF,R3160,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3160-bcli-hf
BstEII-HF,R3162,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3162-bsteii-hf
SphI-HF,R3182,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3182-sphi-hf
NotI-HF,R3189,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3189-noti-hf
NruI-HF,R3192,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3192-nrui-hf
NcoI-HF,R3193,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3193-ncoi-hf
EcoRV-HF,R3195,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3195-ecorv-hf
MluI-HF,R3198,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3198-mlui-hf
StyI-HF,R3500,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3500-styi-hf
EagI-HF,R3505,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3505-eagi-hf
DraIII-HF,R3510,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3510-draiii-hf
AgeI-HF,R3552,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3552-agei-hf
BsiWI-HF,R3553,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3553-bsiwi-hf
ApoI-HF,R3566,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3566-apoi-hf
BsrGI-HF,R3575,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3575-bsrgi-hf
MfeI-HF,R3589,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3589-mfei-hf
BstZ17I-HF,R3594,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3594-bstz17i-hf
SbfI-HF,R3642,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3642-sbfi-hf
BmtI-HF,R3658,,Restriction Enzyme (Type II),https://www.neb.com/en-us/products/r3658-bmti-hf
EcoP15I,R0646,,Restriction Enzyme (Type III),https://www.neb.com/en-us/products/r0646-ecop15i
FokI,R0109,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0109-foki
BsmI,R0134,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0134-bsmi
MboII,R0148,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0148-mboii
HgaI,R0154,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0154-hgai
HphI,R0158,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0158-hphi
MnlI,R0163,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0163-mnli
SfaNI,R0172,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0172-sfani
BbvI,R0173,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0173-bbvi
BspMI,R0502,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0502-bspmi
AlwI,R0513,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0513-alwi
PleI,R0515,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0515-plei
BsrI,R0527,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0527-bsri
EarI,R0528,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0528-eari
BsmAI,R0529,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0529-bsmai
BbsI,R0539,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0539-bbsi
BcoDI,R0542,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0542-bcodi
BcgI,R0545,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0545-bcgi
BsgI,R0559,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0559-bsgi
BpmI,R0565,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0565-bpmi
SapI,R0569,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0569-sapi
BsmFI,R0572,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0572-bsmfi
BsrDI,R0574,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0574-bsrdi
BseRI,R0581,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0581-bseri
EciI,R0590,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0590-ecii
BciVI,R0596,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0596-bcivi
BmrI,R0600,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0600-bmri
BsaXI,R0609,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0609-bsaxi
MlyI,R0610,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0610-mlyi
BaeI,R0613,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0613-baei
HpyAV,R0621,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0621-hpyav
BceAI,R0623,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0623-bceai
BspCNI,R0624,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0624-bspcni
BpuEI,R0633,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0633-bpuei
MmeI,R0637,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0637-mmei
AcuI,R0641,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0641-acui
CspCI,R0645,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0645-cspci
BtsCI,R0647,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0647-btsci
FauI,R0651,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0651-faui
BtsIMutI,R0664,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0664-btsimuti
BtsI-v2,R0667,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0667-btsi-v2
BfuAI,R0701,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0701-bfuai
BtgZI,R0703,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0703-btgzi
BccI,R0704,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0704-bcci
NmeAIII,R0711,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0711-nmeaiii
BspQI,R0712,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0712-bspqi
Esp3I,R0734,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0734-esp3i
BsmBI-v2,R0739,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0739-bsmbi-v2
PaqCI,R0745,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r0745-paqci
BbsI-HF,R3539,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r3539-bbsi-hf
BspQI-HF,R3712,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r3712-bspqi-hf
BsaI-HFv2,R3733,,Restriction Enzyme (Type IIS),https://www.neb.com/en-us/products/r3733-bsai-hfv2
AMV Reverse Transcriptase,M0277,9068-38-6,Reverse Transcriptase,https://www.neb.com/en-us/products/m0277-amv-reverse-transcriptase
ProtoScript II Reverse Transcriptase,M0368,9068-38-6,Reverse Transcriptase,https://www.neb.com/en-us/products/m0368-protoscript-ii-reverse-transcriptase
Warmstart RTX Reverse Transcriptase,M0380,,Reverse Transcriptase,https://www.neb.com/en-us/products/m0380-warmstart-rtx-reverse-transcriptase
Warmstart RTX Reverse Transcriptase Glycerol Free,M0439,,Reverse Transcriptase,https://www.neb.com/en-us/products/m0439-warmstart-rtx-reverse-transcriptase-glycerol-free
Template Switching RT Enzyme Mix,M0466,,Reverse Transcriptase,https://www.neb.com/en-us/products/m0466-template-switching-rt-enzyme-mix
Induro Reverse Transcriptase,M0681,,Reverse Transcriptase,https://www.neb.com/en-us/products/m0681-induro-reverse-transcriptase
